"Time","avgMemoryUtilization"
1703334770000,1.6480040854540812
1703334775000,1.6480040854540812
1703334780000,1.6480040854540812
1703334785000,0.8663275472756129
1703334790000,0.8663275472756129
1703334795000,0.8663275472756129
1703334800000,0.8663275472756129
1703334805000,0.8981770663836222
1703334810000,0.8981770663836222
1703334815000,0.8981770663836222
1703334820000,0.8981770663836222
1703334825000,0.9060736082670365
1703334830000,0.9060736082670365
1703334835000,0.9060736082670365
1703334840000,0.9060736082670365
1703334845000,0.9044073838574497
1703334850000,0.9044073838574497
1703334855000,0.9044073838574497
1703334860000,0.9044073838574497
1703334865000,0.9039357542318995
1703334870000,0.9039357542318995
1703334875000,0.9039357542318995
1703334880000,0.9039357542318995
1703334885000,0.9078549864068531
1703334890000,0.9078549864068531
1703334895000,0.9078549864068531
1703334900000,0.9078549864068531
1703334905000,0.9073292845949342
1703334910000,0.9073292845949342
1703334915000,0.9073292845949342
1703334920000,0.9073292845949342
1703334925000,0.9114718148728552
1703334930000,0.9114718148728552
1703334935000,0.9114718148728552
1703334940000,0.9114718148728552
1703334945000,0.9228830488702418
1703334950000,0.9228830488702418
1703334955000,0.9228830488702418
1703334960000,0.9228830488702418
1703334965000,0.9214982000971297
1703334970000,0.9214982000971297
1703334975000,0.9214982000971297
1703334980000,0.9214982000971297
1703334985000,0.9166637461010448
1703334990000,0.9166637461010448
1703334995000,0.9166637461010448
1703335000000,0.9166637461010448
1703335005000,0.9246664296836277
1703335010000,0.9246664296836277
1703335015000,0.9246664296836277
1703335020000,0.9246664296836277
1703335025000,0.9200542724537257
1703335030000,0.9200542724537257
1703335035000,0.9200542724537257
1703335040000,0.9200542724537257
1703335045000,0.9202084783185552
1703335050000,0.9202084783185552
1703335055000,0.9202084783185552
1703335060000,0.9202084783185552
1703335065000,0.9275823224004045
1703335070000,0.9275823224004045
1703335075000,0.9275823224004045
1703335080000,0.9275823224004045
1703335105000,0.8254439676968753
1703335110000,0.8254439676968753
1703335115000,0.8254439676968753
1703335120000,0.8254439676968753
1703335125000,0.8283248136261909
1703335130000,0.8283248136261909
1703335135000,0.8283248136261909
1703335140000,0.8283248136261909
1703335145000,0.8259165986592101
1703335150000,0.8259165986592101
1703335155000,0.8259165986592101
1703335160000,0.8259165986592101
1703335165000,0.8233351524284921
1703335170000,0.8233351524284921
1703335175000,0.8233351524284921
1703335180000,0.8233351524284921
1703335185000,0.8233361537652767
1703335190000,0.8233361537652767
1703335195000,0.8233361537652767
1703335200000,0.8233361537652767
1703335205000,0.8242914290577922
1703335210000,0.8242914290577922
1703335215000,0.8242914290577922
1703335220000,0.8242914290577922
1703335225000,0.82581446230718
1703335230000,0.82581446230718
1703335235000,0.82581446230718
1703335240000,0.82581446230718
1703335245000,0.8226111859332208
1703335250000,0.8226111859332208
1703335255000,0.8226111859332208
1703335260000,0.8226111859332208
1703335265000,1.1496853074074045
1703335270000,1.1496853074074045
1703335275000,1.1496853074074045
1703335280000,1.1496853074074045
1703335285000,1.2300872197794277
1703335290000,1.2300872197794277
1703335295000,1.2300872197794277
1703335300000,1.2300872197794277
1703335305000,1.2587873786038195
1703335310000,1.2587873786038195
1703335315000,1.2587873786038195
1703335320000,1.2587873786038195
1703335325000,1.2506428702750554
1703335330000,1.2506428702750554
1703335335000,1.2506428702750554
1703335340000,1.2506428702750554
1703335345000,1.2637416305376947
1703335350000,1.2637416305376947
1703335355000,1.2637416305376947
1703335360000,1.2637416305376947
1703335365000,1.29678131557783
1703335370000,1.29678131557783
1703335375000,1.29678131557783
1703335380000,1.29678131557783
1703335385000,1.3013136016366769
1703335390000,1.3013136016366769
1703335395000,1.3013136016366769
1703335400000,1.3013136016366769
1703335405000,1.31069161097824
1703335410000,1.31069161097824
1703335415000,1.31069161097824
1703335420000,1.31069161097824
1703335425000,1.3144334196973022
1703335430000,1.3144334196973022
1703335435000,1.3144334196973022
1703335440000,1.3144334196973022
1703335445000,1.3154288056097974
1703335450000,1.3154288056097974
1703335455000,1.3154288056097974
1703335460000,1.3154288056097974
1703335465000,1.3135182154002156
1703335470000,1.3135182154002156
1703335475000,1.3135182154002156
1703335480000,1.3135182154002156
1703335485000,1.3134817692113936
1703335490000,1.3134817692113936
1703335495000,1.3134817692113936
1703335500000,1.3134817692113936
1703335505000,1.3169514463872514
1703335510000,1.3169514463872514
1703335515000,1.3169514463872514
1703335520000,1.3169514463872514
1703335525000,1.3159690191196707
1703335530000,1.3159690191196707
1703335535000,1.3159690191196707
1703335540000,1.3159690191196707
1703335545000,1.31456219623114
1703335550000,1.31456219623114
1703335555000,1.31456219623114
1703335560000,1.31456219623114
1703335565000,1.3139644787344587
1703335570000,1.3139644787344587
1703335575000,1.3139644787344587
1703335580000,1.3139644787344587
1703335585000,1.312645126699101
1703335590000,1.312645126699101
1703335595000,1.312645126699101
1703335600000,1.312645126699101
1703335605000,0.6468356203991749
1703335610000,0.6468356203991749
1703335615000,0.6468356203991749
1703335620000,0.6468356203991749
1703335625000,0.646365059605717
1703335630000,0.646365059605717
1703335635000,0.646365059605717
1703335640000,0.646365059605717
1703335645000,0.6486255332279903
1703335650000,0.6486255332279903
1703335655000,0.6486255332279903
1703335660000,0.6486255332279903
1703335665000,0.646266249938244
1703335670000,0.646266249938244
1703335675000,0.646266249938244
1703335680000,0.646266249938244
1703335685000,0.6469320003207265
1703335690000,0.6469320003207265
1703335695000,0.6469320003207265
1703335700000,0.6469320003207265
1703335705000,0.6475847920582944
1703335710000,0.6475847920582944
1703335715000,0.6475847920582944
1703335720000,0.6475847920582944
1703335725000,0.6498136789835887
1703335730000,0.6498136789835887
1703335735000,0.6498136789835887
1703335740000,0.6498136789835887
1703335745000,0.6491754657215495
1703335750000,0.6491754657215495
1703335755000,0.6491754657215495
1703335760000,0.6491754657215495
1703335765000,0.6516934924114985
1703335770000,0.6516934924114985
1703335775000,0.6516934924114985
1703335780000,0.6516934924114985
1703335785000,0.7226906682368225
1703335790000,0.7226906682368225
1703335795000,0.7226906682368225
1703335800000,0.7226906682368225
1703335805000,0.7387674870838756
1703335810000,0.7387674870838756
1703335815000,0.7387674870838756
1703335820000,0.7387674870838756
1703335825000,0.7383285129873969
1703335830000,0.7383285129873969
1703335835000,0.7383285129873969
1703335840000,0.7383285129873969
1703335845000,0.7383455212088472
1703335850000,0.7383455212088472
1703335855000,0.7383455212088472
1703335860000,0.7383455212088472
1703335865000,0.7453844951433428
1703335870000,0.7453844951433428
1703335875000,0.7453844951433428
1703335880000,0.7453844951433428
1703335885000,0.7487610320588776
1703335890000,0.7487610320588776
1703335895000,0.7487610320588776
1703335900000,0.7487610320588776
1703335905000,0.7477057124136529
1703335910000,0.7477057124136529
1703335915000,0.7477057124136529
1703335920000,0.7477057124136529
1703335925000,0.7492639894646217
1703335930000,0.7492639894646217
1703335935000,0.7492639894646217
1703335940000,0.7492639894646217
1703335945000,0.7509137869452991
1703335950000,0.7509137869452991
1703335955000,0.7509137869452991
1703335960000,0.7509137869452991
1703335965000,0.750229408510752
1703335970000,0.750229408510752
1703335975000,0.750229408510752
1703335980000,0.750229408510752
1703335985000,0.7538132837449187
1703335990000,0.7538132837449187
1703335995000,0.7538132837449187
1703336000000,0.7538132837449187
1703336005000,0.7601209041570522
1703336010000,0.7601209041570522
1703336015000,0.7601209041570522
1703336020000,0.7601209041570522
1703336025000,0.7564422688319482
1703336030000,0.7564422688319482
1703336035000,0.7564422688319482
1703336040000,0.7564422688319482
1703336045000,0.7581017852963116
1703336050000,0.7581017852963116
1703336055000,0.7581017852963116
1703336060000,0.7581017852963116
1703336065000,0.762088188438135
1703336070000,0.762088188438135
1703336075000,0.762088188438135
1703336080000,0.762088188438135
1703336085000,0.7609227203111371
1703336090000,0.7609227203111371
1703336095000,0.7609227203111371
1703336100000,0.7609227203111371
1703336105000,0.7662778803220547
1703336110000,0.7662778803220547
1703336115000,0.7662778803220547
1703336120000,0.7662778803220547
1703336125000,0.766642342210275
1703336130000,0.766642342210275
1703336135000,0.766642342210275
1703336140000,0.766642342210275
1703336145000,0.7687481220088815
1703336150000,0.7687481220088815
1703336155000,0.7687481220088815
1703336160000,0.7687481220088815
1703336165000,0.7678118599138088
1703336170000,0.7678118599138088
1703336175000,0.7678118599138088
1703336180000,0.7678118599138088
1703336185000,0.7669152836687868
1703336190000,0.7669152836687868
1703336195000,0.7669152836687868
1703336200000,0.7669152836687868
1703336205000,0.7663005579506551
1703336210000,0.7663005579506551
1703336215000,0.7663005579506551
1703336220000,0.7663005579506551
1703336225000,0.7734901761322819
1703336230000,0.7734901761322819
1703336235000,0.7734901761322819
1703336240000,0.7734901761322819
1703336245000,0.7670724072383751
1703336250000,0.7670724072383751
1703336255000,0.7670724072383751
1703336260000,0.7670724072383751
1703336265000,0.7763005822481143
1703336270000,0.7763005822481143
1703336275000,0.7763005822481143
1703336280000,0.7763005822481143
1703336305000,0.6768624204966887
1703336310000,0.6768624204966887
1703336315000,0.6768624204966887
1703336320000,0.6768624204966887
1703336325000,0.674988276475929
1703336330000,0.674988276475929
1703336335000,0.674988276475929
1703336340000,0.674988276475929
1703336345000,0.6784109785639716
1703336350000,0.6784109785639716
1703336355000,0.6784109785639716
1703336360000,0.6784109785639716
1703336365000,0.6804859815809061
1703336370000,0.6804859815809061
1703336375000,0.6804859815809061
1703336380000,0.6804859815809061
1703336385000,0.6770551803397918
1703336390000,0.6770551803397918
1703336395000,0.6770551803397918
1703336400000,0.6770551803397918
1703336405000,0.6771952956879299
1703336410000,0.6771952956879299
1703336415000,0.6771952956879299
1703336420000,0.6771952956879299
1703336425000,0.6832113465894871
1703336430000,0.6832113465894871
1703336435000,0.6832113465894871
1703336440000,0.6832113465894871
1703336445000,0.6850620030663394
1703336450000,0.6850620030663394
1703336455000,0.6850620030663394
1703336460000,0.6850620030663394
1703336465000,0.6771191636490572
1703336470000,0.6771191636490572
1703336475000,0.6771191636490572
1703336480000,0.6771191636490572
1703336485000,0.6780675744737373
1703336490000,0.6780675744737373
1703336495000,0.6780675744737373
1703336500000,0.6780675744737373
1703336505000,0.6782352269423186
1703336510000,0.6782352269423186
1703336515000,0.6782352269423186
1703336520000,0.6782352269423186
1703336525000,0.6784822511110014
1703336530000,0.6784822511110014
1703336535000,0.6784822511110014
1703336540000,0.6784822511110014
1703336545000,0.6781817725320464
1703336550000,0.6781817725320464
1703336555000,0.6781817725320464
1703336560000,0.6781817725320464
1703336565000,0.6777387488590318
1703336570000,0.6777387488590318
1703336575000,0.6777387488590318
1703336580000,0.6777387488590318
1703336585000,0.6785332757753522
1703336590000,0.6785332757753522
1703336595000,0.6785332757753522
1703336600000,0.6785332757753522
1703336605000,0.6785656723876384
1703336610000,0.6785656723876384
1703336615000,0.6785656723876384
1703336620000,0.6785656723876384
1703336625000,0.6789447127513876
1703336630000,0.6789447127513876
1703336635000,0.6789447127513876
1703336640000,0.6789447127513876
1703336645000,0.6789495722432305
1703336650000,0.6789495722432305
1703336655000,0.6789495722432305
1703336660000,0.6789495722432305
1703336665000,0.6789601011422236
1703336670000,0.6789601011422236
1703336675000,0.6789601011422236
1703336680000,0.6789601011422236
1703336685000,0.7475566879971361
1703336690000,0.7475566879971361
1703336695000,0.7475566879971361
1703336700000,0.7475566879971361
1703336705000,0.7541526382586173
1703336710000,0.7541526382586173
1703336715000,0.7541526382586173
1703336720000,0.7541526382586173
1703336725000,0.7684792301269057
1703336730000,0.7684792301269057
1703336735000,0.7684792301269057
1703336740000,0.7684792301269057
1703336745000,0.771117934197621
1703336750000,0.771117934197621
1703336755000,0.771117934197621
1703336760000,0.771117934197621
1703336765000,0.7713187931937957
1703336770000,0.7713187931937957
1703336775000,0.7713187931937957
1703336780000,0.7713187931937957
1703336785000,0.7801646881785572
1703336790000,0.7801646881785572
1703336795000,0.7801646881785572
1703336800000,0.7801646881785572
1703336805000,0.7774919676649413
1703336810000,0.7774919676649413
1703336815000,0.7774919676649413
1703336820000,0.7774919676649413
1703336825000,0.7807680750823887
1703336830000,0.7807680750823887
1703336835000,0.7807680750823887
1703336840000,0.7807680750823887
1703336845000,0.7784047422161064
1703336850000,0.7784047422161064
1703336855000,0.7784047422161064
1703336860000,0.7784047422161064
1703336865000,0.7800585892733197
1703336870000,0.7800585892733197
1703336875000,0.7800585892733197
1703336880000,0.7800585892733197
1703336885000,0.779433334656195
1703336890000,0.779433334656195
1703336895000,0.779433334656195
1703336900000,0.779433334656195
1703336905000,0.7801501097030283
1703336910000,0.7801501097030283
1703336915000,0.7801501097030283
1703336920000,0.7801501097030283
1703336925000,0.7802230020806724
1703336930000,0.7802230020806724
1703336935000,0.7802230020806724
1703336940000,0.7802230020806724
1703336945000,0.7830528461638766
1703336950000,0.7830528461638766
1703336955000,0.7830528461638766
1703336960000,0.7830528461638766
1703336965000,0.7831208790496778
1703336970000,0.7831208790496778
1703336975000,0.7831208790496778
1703336980000,0.7831208790496778
1703336985000,0.780122572582585
1703336990000,0.780122572582585
1703336995000,0.780122572582585
1703337000000,0.780122572582585
1703337005000,0.7807842733885317
1703337010000,0.7807842733885317
1703337015000,0.7807842733885317
1703337020000,0.7807842733885317
1703337025000,0.7810693635766508
1703337030000,0.7810693635766508
1703337035000,0.7810693635766508
1703337040000,0.7810693635766508
1703337045000,0.7804586874350549
1703337050000,0.7804586874350549
1703337055000,0.7804586874350549
1703337060000,0.7804586874350549
1703337065000,0.7826292604582339
1703337070000,0.7826292604582339
1703337075000,0.7826292604582339
1703337080000,0.7826292604582339
1703337085000,0.6794525296489746
1703337090000,0.6794525296489746
1703337095000,0.6794525296489746
1703337100000,0.6794525296489746
1703337105000,0.6786223664591393
1703337110000,0.6786223664591393
1703337115000,0.6786223664591393
1703337120000,0.6786223664591393
1703337125000,0.680262444956131
1703337130000,0.680262444956131
1703337135000,0.680262444956131
1703337140000,0.680262444956131
1703337145000,0.6802754036010454
1703337150000,0.6802754036010454
1703337155000,0.6802754036010454
1703337160000,0.6802754036010454
1703337165000,0.6791415221710265
1703337170000,0.6791415221710265
1703337175000,0.6791415221710265
1703337180000,0.6791415221710265
1703337185000,0.6781890617698108
1703337190000,0.6781890617698108
1703337195000,0.6781890617698108
1703337200000,0.6781890617698108
1703337205000,0.6782400864341616
1703337210000,0.6782400864341616
1703337215000,0.6782400864341616
1703337220000,0.6782400864341616
1703337225000,0.6783307969485631
1703337230000,0.6783307969485631
1703337235000,0.6783307969485631
1703337240000,0.6783307969485631
1703337245000,0.6782157889749469
1703337250000,0.6782157889749469
1703337255000,0.6782157889749469
1703337260000,0.6782157889749469
1703337265000,0.67823198728109
1703337270000,0.67823198728109
1703337275000,0.67823198728109
1703337280000,0.67823198728109
1703337285000,0.6782465657566188
1703337290000,0.6782465657566188
1703337295000,0.6782465657566188
1703337300000,0.6782465657566188
1703337305000,0.6782400864341616
1703337310000,0.6782400864341616
1703337315000,0.6782400864341616
1703337320000,0.6782400864341616
1703337325000,0.6782635739780691
1703337330000,0.6782635739780691
1703337335000,0.6782635739780691
1703337340000,0.6782635739780691
1703337345000,0.6838204029004687
1703337350000,0.6838204029004687
1703337355000,0.6838204029004687
1703337360000,0.6838204029004687
1703337365000,0.6838123037473971
1703337370000,0.6838123037473971
1703337375000,0.6838123037473971
1703337380000,0.6838123037473971
1703337385000,0.6801668749498865
1703337390000,0.6801668749498865
1703337395000,0.6801668749498865
1703337400000,0.6801668749498865
1703337405000,0.6802114202917801
1703337410000,0.6802114202917801
1703337415000,0.6802114202917801
1703337420000,0.6802114202917801
1703337425000,0.6847315576210196
1703337430000,0.6847315576210196
1703337435000,0.6847315576210196
1703337440000,0.6847315576210196
1703337445000,0.6847056403311905
1703337450000,0.6847056403311905
1703337455000,0.6847056403311905
1703337460000,0.6847056403311905
1703337465000,0.6847266981291766
1703337470000,0.6847266981291766
1703337475000,0.6847266981291766
1703337480000,0.6847266981291766

